Ref_Date,GEO,SEX,Weight_class,Weight_low,Weight_high,Weight_mid,Value
2010,Manitoba,Females,500 to 749 grams,500,20,260,17
2011,Manitoba,Females,500 to 749 grams,500,20,260,14
2012,Manitoba,Females,500 to 749 grams,500,20,260,12
2013,Manitoba,Females,500 to 749 grams,500,20,260,15
2014,Manitoba,Females,500 to 749 grams,500,20,260,14
2000,Manitoba,Females,750 to 999 grams,750,21,385.5,10
2001,Manitoba,Females,750 to 999 grams,750,21,385.5,9
2002,Manitoba,Females,750 to 999 grams,750,21,385.5,6
2003,Manitoba,Females,750 to 999 grams,750,21,385.5,13
2004,Manitoba,Females,750 to 999 grams,750,21,385.5,11
2005,Manitoba,Females,750 to 999 grams,750,21,385.5,7
2006,Manitoba,Females,750 to 999 grams,750,21,385.5,20
2007,Manitoba,Females,750 to 999 grams,750,21,385.5,14
2008,Manitoba,Females,750 to 999 grams,750,21,385.5,13
2009,Manitoba,Females,750 to 999 grams,750,21,385.5,8
2010,Manitoba,Females,750 to 999 grams,750,21,385.5,14
2011,Manitoba,Females,750 to 999 grams,750,21,385.5,15
2012,Manitoba,Females,750 to 999 grams,750,21,385.5,16
2013,Manitoba,Females,750 to 999 grams,750,21,385.5,11
2014,Manitoba,Females,750 to 999 grams,750,21,385.5,14
2000,Manitoba,Females,1000 to 1249 grams,1000,1,500.5,12
2001,Manitoba,Females,1000 to 1249 grams,1000,1,500.5,11
2002,Manitoba,Females,1000 to 1249 grams,1000,1,500.5,6
2003,Manitoba,Females,1000 to 1249 grams,1000,1,500.5,11
2004,Manitoba,Females,1000 to 1249 grams,1000,1,500.5,10
2005,Manitoba,Females,1000 to 1249 grams,1000,1,500.5,25
2006,Manitoba,Females,1000 to 1249 grams,1000,1,500.5,19
2007,Manitoba,Females,1000 to 1249 grams,1000,1,500.5,17
2008,Manitoba,Females,1000 to 1249 grams,1000,1,500.5,22
2009,Manitoba,Females,1000 to 1249 grams,1000,1,500.5,18
2010,Manitoba,Females,1000 to 1249 grams,1000,1,500.5,23
2011,Manitoba,Females,1000 to 1249 grams,1000,1,500.5,14
2012,Manitoba,Females,1000 to 1249 grams,1000,1,500.5,13
2013,Manitoba,Females,1000 to 1249 grams,1000,1,500.5,15
2014,Manitoba,Females,1000 to 1249 grams,1000,1,500.5,19
2000,Manitoba,Females,1250 to 1499 grams,1250,2,626,12
2001,Manitoba,Females,1250 to 1499 grams,1250,2,626,21
2002,Manitoba,Females,1250 to 1499 grams,1250,2,626,21
2003,Manitoba,Females,1250 to 1499 grams,1250,2,626,17
2004,Manitoba,Females,1250 to 1499 grams,1250,2,626,21
2005,Manitoba,Females,1250 to 1499 grams,1250,2,626,23
2006,Manitoba,Females,1250 to 1499 grams,1250,2,626,24
2007,Manitoba,Females,1250 to 1499 grams,1250,2,626,17
2008,Manitoba,Females,1250 to 1499 grams,1250,2,626,16
2009,Manitoba,Females,1250 to 1499 grams,1250,2,626,31
2010,Manitoba,Females,1250 to 1499 grams,1250,2,626,15
2011,Manitoba,Females,1250 to 1499 grams,1250,2,626,21
2012,Manitoba,Females,1250 to 1499 grams,1250,2,626,10
2013,Manitoba,Females,1250 to 1499 grams,1250,2,626,19
2014,Manitoba,Females,1250 to 1499 grams,1250,2,626,20
2000,Manitoba,Females,1500 to 1749 grams,1500,3,751.5,19
2001,Manitoba,Females,1500 to 1749 grams,1500,3,751.5,29
2002,Manitoba,Females,1500 to 1749 grams,1500,3,751.5,36
2003,Manitoba,Females,1500 to 1749 grams,1500,3,751.5,24
2004,Manitoba,Females,1500 to 1749 grams,1500,3,751.5,25
2005,Manitoba,Females,1500 to 1749 grams,1500,3,751.5,31
2006,Manitoba,Females,1500 to 1749 grams,1500,3,751.5,20
2007,Manitoba,Females,1500 to 1749 grams,1500,3,751.5,27
2008,Manitoba,Females,1500 to 1749 grams,1500,3,751.5,36
2009,Manitoba,Females,1500 to 1749 grams,1500,3,751.5,23
2010,Manitoba,Females,1500 to 1749 grams,1500,3,751.5,39
2011,Manitoba,Females,1500 to 1749 grams,1500,3,751.5,29
2012,Manitoba,Females,1500 to 1749 grams,1500,3,751.5,41
2013,Manitoba,Females,1500 to 1749 grams,1500,3,751.5,25
2014,Manitoba,Females,1500 to 1749 grams,1500,3,751.5,37
2000,Manitoba,Females,1750 to 1999 grams,1750,4,877,41
2001,Manitoba,Females,1750 to 1999 grams,1750,4,877,56
2002,Manitoba,Females,1750 to 1999 grams,1750,4,877,40
2003,Manitoba,Females,1750 to 1999 grams,1750,4,877,51
2004,Manitoba,Females,1750 to 1999 grams,1750,4,877,56
2005,Manitoba,Females,1750 to 1999 grams,1750,4,877,46
2006,Manitoba,Females,1750 to 1999 grams,1750,4,877,54
2007,Manitoba,Females,1750 to 1999 grams,1750,4,877,52
2008,Manitoba,Females,1750 to 1999 grams,1750,4,877,42
2009,Manitoba,Females,1750 to 1999 grams,1750,4,877,55
2010,Manitoba,Females,1750 to 1999 grams,1750,4,877,54
2011,Manitoba,Females,1750 to 1999 grams,1750,4,877,61
2012,Manitoba,Females,1750 to 1999 grams,1750,4,877,69
2013,Manitoba,Females,1750 to 1999 grams,1750,4,877,58
2014,Manitoba,Females,1750 to 1999 grams,1750,4,877,66
2000,Manitoba,Females,2000 to 2249 grams,2000,5,1002.5,80
2001,Manitoba,Females,2000 to 2249 grams,2000,5,1002.5,74
2002,Manitoba,Females,2000 to 2249 grams,2000,5,1002.5,79
2003,Manitoba,Females,2000 to 2249 grams,2000,5,1002.5,86
2004,Manitoba,Females,2000 to 2249 grams,2000,5,1002.5,78
2005,Manitoba,Females,2000 to 2249 grams,2000,5,1002.5,88
2006,Manitoba,Females,2000 to 2249 grams,2000,5,1002.5,95
2007,Manitoba,Females,2000 to 2249 grams,2000,5,1002.5,91
2008,Manitoba,Females,2000 to 2249 grams,2000,5,1002.5,105
2009,Manitoba,Females,2000 to 2249 grams,2000,5,1002.5,99
2010,Manitoba,Females,2000 to 2249 grams,2000,5,1002.5,97
2011,Manitoba,Females,2000 to 2249 grams,2000,5,1002.5,76
2012,Manitoba,Females,2000 to 2249 grams,2000,5,1002.5,105
2013,Manitoba,Females,2000 to 2249 grams,2000,5,1002.5,103
2014,Manitoba,Females,2000 to 2249 grams,2000,5,1002.5,86
2000,Manitoba,Females,2250 to 2499 grams,2250,6,1128,166
2001,Manitoba,Females,2250 to 2499 grams,2250,6,1128,172
2002,Manitoba,Females,2250 to 2499 grams,2250,6,1128,146
2003,Manitoba,Females,2250 to 2499 grams,2250,6,1128,158
2004,Manitoba,Females,2250 to 2499 grams,2250,6,1128,159
2005,Manitoba,Females,2250 to 2499 grams,2250,6,1128,153
2006,Manitoba,Females,2250 to 2499 grams,2250,6,1128,171
2007,Manitoba,Females,2250 to 2499 grams,2250,6,1128,208
2008,Manitoba,Females,2250 to 2499 grams,2250,6,1128,180
2009,Manitoba,Females,2250 to 2499 grams,2250,6,1128,185
2010,Manitoba,Females,2250 to 2499 grams,2250,6,1128,214
2011,Manitoba,Females,2250 to 2499 grams,2250,6,1128,212
2012,Manitoba,Females,2250 to 2499 grams,2250,6,1128,232
2013,Manitoba,Females,2250 to 2499 grams,2250,6,1128,224
2014,Manitoba,Females,2250 to 2499 grams,2250,6,1128,214
2000,Manitoba,Females,2500 to 2749 grams,2500,7,1253.5,301
2001,Manitoba,Females,2500 to 2749 grams,2500,7,1253.5,337
2002,Manitoba,Females,2500 to 2749 grams,2500,7,1253.5,274
2003,Manitoba,Females,2500 to 2749 grams,2500,7,1253.5,349
2004,Manitoba,Females,2500 to 2749 grams,2500,7,1253.5,324
2005,Manitoba,Females,2500 to 2749 grams,2500,7,1253.5,350
2006,Manitoba,Females,2500 to 2749 grams,2500,7,1253.5,351
2007,Manitoba,Females,2500 to 2749 grams,2500,7,1253.5,392
2008,Manitoba,Females,2500 to 2749 grams,2500,7,1253.5,410
2009,Manitoba,Females,2500 to 2749 grams,2500,7,1253.5,381
2010,Manitoba,Females,2500 to 2749 grams,2500,7,1253.5,422
2011,Manitoba,Females,2500 to 2749 grams,2500,7,1253.5,430
2012,Manitoba,Females,2500 to 2749 grams,2500,7,1253.5,449
2013,Manitoba,Females,2500 to 2749 grams,2500,7,1253.5,478
2014,Manitoba,Females,2500 to 2749 grams,2500,7,1253.5,435
2000,Manitoba,Females,2750 to 2999 grams,2750,8,1379,674
2001,Manitoba,Females,2750 to 2999 grams,2750,8,1379,615
2002,Manitoba,Females,2750 to 2999 grams,2750,8,1379,594
2003,Manitoba,Females,2750 to 2999 grams,2750,8,1379,594
2004,Manitoba,Females,2750 to 2999 grams,2750,8,1379,623
2005,Manitoba,Females,2750 to 2999 grams,2750,8,1379,665
2006,Manitoba,Females,2750 to 2999 grams,2750,8,1379,689
2007,Manitoba,Females,2750 to 2999 grams,2750,8,1379,714
2008,Manitoba,Females,2750 to 2999 grams,2750,8,1379,735
2009,Manitoba,Females,2750 to 2999 grams,2750,8,1379,775
2010,Manitoba,Females,2750 to 2999 grams,2750,8,1379,769
2011,Manitoba,Females,2750 to 2999 grams,2750,8,1379,751
2012,Manitoba,Females,2750 to 2999 grams,2750,8,1379,820
2013,Manitoba,Females,2750 to 2999 grams,2750,8,1379,813
2014,Manitoba,Females,2750 to 2999 grams,2750,8,1379,864
2000,Manitoba,Females,3000 to 3249 grams,3000,9,1504.5,1075
2001,Manitoba,Females,3000 to 3249 grams,3000,9,1504.5,1043
2002,Manitoba,Females,3000 to 3249 grams,3000,9,1504.5,1070
2003,Manitoba,Females,3000 to 3249 grams,3000,9,1504.5,1065
2004,Manitoba,Females,3000 to 3249 grams,3000,9,1504.5,1022
2005,Manitoba,Females,3000 to 3249 grams,3000,9,1504.5,1068
2006,Manitoba,Females,3000 to 3249 grams,3000,9,1504.5,1165
2007,Manitoba,Females,3000 to 3249 grams,3000,9,1504.5,1257
2008,Manitoba,Females,3000 to 3249 grams,3000,9,1504.5,1213
2009,Manitoba,Females,3000 to 3249 grams,3000,9,1504.5,1304
2010,Manitoba,Females,3000 to 3249 grams,3000,9,1504.5,1210
2011,Manitoba,Females,3000 to 3249 grams,3000,9,1504.5,1282
2012,Manitoba,Females,3000 to 3249 grams,3000,9,1504.5,1422
2013,Manitoba,Females,3000 to 3249 grams,3000,9,1504.5,1467
2014,Manitoba,Females,3000 to 3249 grams,3000,9,1504.5,1443
2000,Manitoba,Females,3250 to 3499 grams,3250,10,1630,1338
2001,Manitoba,Females,3250 to 3499 grams,3250,10,1630,1379
2002,Manitoba,Females,3250 to 3499 grams,3250,10,1630,1363
2003,Manitoba,Females,3250 to 3499 grams,3250,10,1630,1322
2004,Manitoba,Females,3250 to 3499 grams,3250,10,1630,1416
2005,Manitoba,Females,3250 to 3499 grams,3250,10,1630,1451
2006,Manitoba,Females,3250 to 3499 grams,3250,10,1630,1377
2007,Manitoba,Females,3250 to 3499 grams,3250,10,1630,1486
2008,Manitoba,Females,3250 to 3499 grams,3250,10,1630,1530
2009,Manitoba,Females,3250 to 3499 grams,3250,10,1630,1587
2010,Manitoba,Females,3250 to 3499 grams,3250,10,1630,1530
2011,Manitoba,Females,3250 to 3499 grams,3250,10,1630,1555
2012,Manitoba,Females,3250 to 3499 grams,3250,10,1630,1613
2013,Manitoba,Females,3250 to 3499 grams,3250,10,1630,1592
2014,Manitoba,Females,3250 to 3499 grams,3250,10,1630,1640
2000,Manitoba,Females,3500 to 3749 grams,3500,11,1755.5,1323
2001,Manitoba,Females,3500 to 3749 grams,3500,11,1755.5,1282
2002,Manitoba,Females,3500 to 3749 grams,3500,11,1755.5,1254
2003,Manitoba,Females,3500 to 3749 grams,3500,11,1755.5,1283
2004,Manitoba,Females,3500 to 3749 grams,3500,11,1755.5,1257
2005,Manitoba,Females,3500 to 3749 grams,3500,11,1755.5,1299
2006,Manitoba,Females,3500 to 3749 grams,3500,11,1755.5,1291
2007,Manitoba,Females,3500 to 3749 grams,3500,11,1755.5,1351
2008,Manitoba,Females,3500 to 3749 grams,3500,11,1755.5,1354
2009,Manitoba,Females,3500 to 3749 grams,3500,11,1755.5,1393
2010,Manitoba,Females,3500 to 3749 grams,3500,11,1755.5,1428
2011,Manitoba,Females,3500 to 3749 grams,3500,11,1755.5,1335
2012,Manitoba,Females,3500 to 3749 grams,3500,11,1755.5,1409
2013,Manitoba,Females,3500 to 3749 grams,3500,11,1755.5,1372
2014,Manitoba,Females,3500 to 3749 grams,3500,11,1755.5,1326
2000,Manitoba,Females,3750 to 3999 grams,3750,12,1881,879
2001,Manitoba,Females,3750 to 3999 grams,3750,12,1881,935
2002,Manitoba,Females,3750 to 3999 grams,3750,12,1881,853
2003,Manitoba,Females,3750 to 3999 grams,3750,12,1881,922
2004,Manitoba,Females,3750 to 3999 grams,3750,12,1881,854
2005,Manitoba,Females,3750 to 3999 grams,3750,12,1881,881
2006,Manitoba,Females,3750 to 3999 grams,3750,12,1881,939
2007,Manitoba,Females,3750 to 3999 grams,3750,12,1881,950
2008,Manitoba,Females,3750 to 3999 grams,3750,12,1881,1010
2009,Manitoba,Females,3750 to 3999 grams,3750,12,1881,1040
2010,Manitoba,Females,3750 to 3999 grams,3750,12,1881,987
2011,Manitoba,Females,3750 to 3999 grams,3750,12,1881,910
2012,Manitoba,Females,3750 to 3999 grams,3750,12,1881,909
2013,Manitoba,Females,3750 to 3999 grams,3750,12,1881,958
2014,Manitoba,Females,3750 to 3999 grams,3750,12,1881,935
2000,Manitoba,Females,4000 to 4249 grams,4000,13,2006.5,489
2001,Manitoba,Females,4000 to 4249 grams,4000,13,2006.5,485
2002,Manitoba,Females,4000 to 4249 grams,4000,13,2006.5,503
2003,Manitoba,Females,4000 to 4249 grams,4000,13,2006.5,469
2004,Manitoba,Females,4000 to 4249 grams,4000,13,2006.5,445
2005,Manitoba,Females,4000 to 4249 grams,4000,13,2006.5,472
2006,Manitoba,Females,4000 to 4249 grams,4000,13,2006.5,484
2007,Manitoba,Females,4000 to 4249 grams,4000,13,2006.5,468
2008,Manitoba,Females,4000 to 4249 grams,4000,13,2006.5,486
2009,Manitoba,Females,4000 to 4249 grams,4000,13,2006.5,504
2010,Manitoba,Females,4000 to 4249 grams,4000,13,2006.5,473
2011,Manitoba,Females,4000 to 4249 grams,4000,13,2006.5,447
2012,Manitoba,Females,4000 to 4249 grams,4000,13,2006.5,428
2013,Manitoba,Females,4000 to 4249 grams,4000,13,2006.5,466
2014,Manitoba,Females,4000 to 4249 grams,4000,13,2006.5,429
2000,Manitoba,Females,4250 to 4499 grams,4250,14,2132,252
2001,Manitoba,Females,4250 to 4499 grams,4250,14,2132,267
2002,Manitoba,Females,4250 to 4499 grams,4250,14,2132,266
2003,Manitoba,Females,4250 to 4499 grams,4250,14,2132,259
2004,Manitoba,Females,4250 to 4499 grams,4250,14,2132,229
2005,Manitoba,Females,4250 to 4499 grams,4250,14,2132,256
2006,Manitoba,Females,4250 to 4499 grams,4250,14,2132,257
2007,Manitoba,Females,4250 to 4499 grams,4250,14,2132,257
2008,Manitoba,Females,4250 to 4499 grams,4250,14,2132,272
2009,Manitoba,Females,4250 to 4499 grams,4250,14,2132,272
2010,Manitoba,Females,4250 to 4499 grams,4250,14,2132,235
2011,Manitoba,Females,4250 to 4499 grams,4250,14,2132,253
2012,Manitoba,Females,4250 to 4499 grams,4250,14,2132,256
2013,Manitoba,Females,4250 to 4499 grams,4250,14,2132,223
2014,Manitoba,Females,4250 to 4499 grams,4250,14,2132,216
2000,Manitoba,Females,4500 to 4749 grams,4500,15,2257.5,103
2001,Manitoba,Females,4500 to 4749 grams,4500,15,2257.5,112
2002,Manitoba,Females,4500 to 4749 grams,4500,15,2257.5,96
2003,Manitoba,Females,4500 to 4749 grams,4500,15,2257.5,103
2004,Manitoba,Females,4500 to 4749 grams,4500,15,2257.5,90
2005,Manitoba,Females,4500 to 4749 grams,4500,15,2257.5,96
2006,Manitoba,Females,4500 to 4749 grams,4500,15,2257.5,106
2007,Manitoba,Females,4500 to 4749 grams,4500,15,2257.5,93
2008,Manitoba,Females,4500 to 4749 grams,4500,15,2257.5,124
2009,Manitoba,Females,4500 to 4749 grams,4500,15,2257.5,90
2010,Manitoba,Females,4500 to 4749 grams,4500,15,2257.5,97
2011,Manitoba,Females,4500 to 4749 grams,4500,15,2257.5,96
2012,Manitoba,Females,4500 to 4749 grams,4500,15,2257.5,94
2013,Manitoba,Females,4500 to 4749 grams,4500,15,2257.5,96
2014,Manitoba,Females,4500 to 4749 grams,4500,15,2257.5,100
2000,Manitoba,Females,4750 to 4999 grams,4750,16,2383,42
2001,Manitoba,Females,4750 to 4999 grams,4750,16,2383,40
2002,Manitoba,Females,4750 to 4999 grams,4750,16,2383,31
2003,Manitoba,Females,4750 to 4999 grams,4750,16,2383,38
2004,Manitoba,Females,4750 to 4999 grams,4750,16,2383,31
2005,Manitoba,Females,4750 to 4999 grams,4750,16,2383,28
2006,Manitoba,Females,4750 to 4999 grams,4750,16,2383,32
2007,Manitoba,Females,4750 to 4999 grams,4750,16,2383,32
2008,Manitoba,Females,4750 to 4999 grams,4750,16,2383,38
2009,Manitoba,Females,4750 to 4999 grams,4750,16,2383,39
2010,Manitoba,Females,4750 to 4999 grams,4750,16,2383,30
2011,Manitoba,Females,4750 to 4999 grams,4750,16,2383,48
2012,Manitoba,Females,4750 to 4999 grams,4750,16,2383,33
2013,Manitoba,Females,4750 to 4999 grams,4750,16,2383,38
2014,Manitoba,Females,4750 to 4999 grams,4750,16,2383,29
2000,Manitoba,Females,5000 to 5249 grams,5000,18,2509,8
2001,Manitoba,Females,5000 to 5249 grams,5000,18,2509,8
2002,Manitoba,Females,5000 to 5249 grams,5000,18,2509,13
2003,Manitoba,Females,5000 to 5249 grams,5000,18,2509,13
2004,Manitoba,Females,5000 to 5249 grams,5000,18,2509,19
2005,Manitoba,Females,5000 to 5249 grams,5000,18,2509,12
2006,Manitoba,Females,5000 to 5249 grams,5000,18,2509,15
2007,Manitoba,Females,5000 to 5249 grams,5000,18,2509,16
2008,Manitoba,Females,5000 to 5249 grams,5000,18,2509,15
2009,Manitoba,Females,5000 to 5249 grams,5000,18,2509,15
2010,Manitoba,Females,5000 to 5249 grams,5000,18,2509,17
2011,Manitoba,Females,5000 to 5249 grams,5000,18,2509,17
2012,Manitoba,Females,5000 to 5249 grams,5000,18,2509,16
2013,Manitoba,Females,5000 to 5249 grams,5000,18,2509,17
2014,Manitoba,Females,5000 to 5249 grams,5000,18,2509,7
2000,Manitoba,Females,5250 to 5499 grams,5250,19,2634.5,4
2001,Manitoba,Females,5250 to 5499 grams,5250,19,2634.5,5
2002,Manitoba,Females,5250 to 5499 grams,5250,19,2634.5,4
2003,Manitoba,Females,5250 to 5499 grams,5250,19,2634.5,4
2004,Manitoba,Females,5250 to 5499 grams,5250,19,2634.5,4
2005,Manitoba,Females,5250 to 5499 grams,5250,19,2634.5,2
2006,Manitoba,Females,5250 to 5499 grams,5250,19,2634.5,3
2007,Manitoba,Females,5250 to 5499 grams,5250,19,2634.5,3
2008,Manitoba,Females,5250 to 5499 grams,5250,19,2634.5,3
2009,Manitoba,Females,5250 to 5499 grams,5250,19,2634.5,4
2010,Manitoba,Females,5250 to 5499 grams,5250,19,2634.5,7
2011,Manitoba,Females,5250 to 5499 grams,5250,19,2634.5,2
2012,Manitoba,Females,5250 to 5499 grams,5250,19,2634.5,3
2013,Manitoba,Females,5250 to 5499 grams,5250,19,2634.5,4
2014,Manitoba,Females,5250 to 5499 grams,5250,19,2634.5,2
2000,Manitoba,Females,5500 grams or more,5500,22,2761,0
2001,Manitoba,Females,5500 grams or more,5500,22,2761,2
2002,Manitoba,Females,5500 grams or more,5500,22,2761,2
2003,Manitoba,Females,5500 grams or more,5500,22,2761,1
2004,Manitoba,Females,5500 grams or more,5500,22,2761,1
2005,Manitoba,Females,5500 grams or more,5500,22,2761,1
2006,Manitoba,Females,5500 grams or more,5500,22,2761,2
2007,Manitoba,Females,5500 grams or more,5500,22,2761,6
2008,Manitoba,Females,5500 grams or more,5500,22,2761,2
2009,Manitoba,Females,5500 grams or more,5500,22,2761,0
2010,Manitoba,Females,5500 grams or more,5500,22,2761,1
2011,Manitoba,Females,5500 grams or more,5500,22,2761,2
2012,Manitoba,Females,5500 grams or more,5500,22,2761,1
2013,Manitoba,Females,5500 grams or more,5500,22,2761,4
2014,Manitoba,Females,5500 grams or more,5500,22,2761,8
2000,Saskatchewan,Males,less than 500 grams,0,17,8.5,1
2001,Saskatchewan,Males,less than 500 grams,0,17,8.5,4
2002,Saskatchewan,Males,less than 500 grams,0,17,8.5,5
2003,Saskatchewan,Males,less than 500 grams,0,17,8.5,4
2004,Saskatchewan,Males,less than 500 grams,0,17,8.5,6
2005,Saskatchewan,Males,less than 500 grams,0,17,8.5,8
2006,Saskatchewan,Males,less than 500 grams,0,17,8.5,4
2007,Saskatchewan,Males,less than 500 grams,0,17,8.5,1
2008,Saskatchewan,Males,less than 500 grams,0,17,8.5,7
2009,Saskatchewan,Males,less than 500 grams,0,17,8.5,4
2010,Saskatchewan,Males,less than 500 grams,0,17,8.5,4
2011,Saskatchewan,Males,less than 500 grams,0,17,8.5,14
2012,Saskatchewan,Males,less than 500 grams,0,17,8.5,8
2013,Saskatchewan,Males,less than 500 grams,0,17,8.5,17
2014,Saskatchewan,Males,less than 500 grams,0,17,8.5,12
2000,Saskatchewan,Males,500 to 749 grams,500,20,260,17
2001,Saskatchewan,Males,500 to 749 grams,500,20,260,11
2002,Saskatchewan,Males,500 to 749 grams,500,20,260,12
2003,Saskatchewan,Males,500 to 749 grams,500,20,260,19
2004,Saskatchewan,Males,500 to 749 grams,500,20,260,15
2005,Saskatchewan,Males,500 to 749 grams,500,20,260,14
2006,Saskatchewan,Males,500 to 749 grams,500,20,260,13
2007,Saskatchewan,Males,500 to 749 grams,500,20,260,2
2008,Saskatchewan,Males,500 to 749 grams,500,20,260,10
2009,Saskatchewan,Males,500 to 749 grams,500,20,260,12
2010,Saskatchewan,Males,500 to 749 grams,500,20,260,12
2011,Saskatchewan,Males,500 to 749 grams,500,20,260,18
2012,Saskatchewan,Males,500 to 749 grams,500,20,260,11
2013,Saskatchewan,Males,500 to 749 grams,500,20,260,16
2014,Saskatchewan,Males,500 to 749 grams,500,20,260,13
2000,Saskatchewan,Males,750 to 999 grams,750,21,385.5,10
2001,Saskatchewan,Males,750 to 999 grams,750,21,385.5,15
2002,Saskatchewan,Males,750 to 999 grams,750,21,385.5,6
2003,Saskatchewan,Males,750 to 999 grams,750,21,385.5,11
2004,Saskatchewan,Males,750 to 999 grams,750,21,385.5,10
2005,Saskatchewan,Males,750 to 999 grams,750,21,385.5,19
2006,Saskatchewan,Males,750 to 999 grams,750,21,385.5,22
2007,Saskatchewan,Males,750 to 999 grams,750,21,385.5,10
2008,Saskatchewan,Males,750 to 999 grams,750,21,385.5,10
2009,Saskatchewan,Males,750 to 999 grams,750,21,385.5,13
2010,Saskatchewan,Males,750 to 999 grams,750,21,385.5,23
2011,Saskatchewan,Males,750 to 999 grams,750,21,385.5,12
2012,Saskatchewan,Males,750 to 999 grams,750,21,385.5,22
2013,Saskatchewan,Males,750 to 999 grams,750,21,385.5,12
2014,Saskatchewan,Males,750 to 999 grams,750,21,385.5,17
2000,Saskatchewan,Males,1000 to 1249 grams,1000,1,500.5,13
2001,Saskatchewan,Males,1000 to 1249 grams,1000,1,500.5,7
2002,Saskatchewan,Males,1000 to 1249 grams,1000,1,500.5,10
2003,Saskatchewan,Males,1000 to 1249 grams,1000,1,500.5,13
2004,Saskatchewan,Males,1000 to 1249 grams,1000,1,500.5,15
2005,Saskatchewan,Males,1000 to 1249 grams,1000,1,500.5,14
2006,Saskatchewan,Males,1000 to 1249 grams,1000,1,500.5,17
2007,Saskatchewan,Males,1000 to 1249 grams,1000,1,500.5,15
2008,Saskatchewan,Males,1000 to 1249 grams,1000,1,500.5,19
2009,Saskatchewan,Males,1000 to 1249 grams,1000,1,500.5,19
2010,Saskatchewan,Males,1000 to 1249 grams,1000,1,500.5,19
2011,Saskatchewan,Males,1000 to 1249 grams,1000,1,500.5,9
2012,Saskatchewan,Males,1000 to 1249 grams,1000,1,500.5,26
2013,Saskatchewan,Males,1000 to 1249 grams,1000,1,500.5,20
2014,Saskatchewan,Males,1000 to 1249 grams,1000,1,500.5,11
2000,Saskatchewan,Males,1250 to 1499 grams,1250,2,626,30
2001,Saskatchewan,Males,1250 to 1499 grams,1250,2,626,12
2002,Saskatchewan,Males,1250 to 1499 grams,1250,2,626,19
2003,Saskatchewan,Males,1250 to 1499 grams,1250,2,626,16
2004,Saskatchewan,Males,1250 to 1499 grams,1250,2,626,19
2005,Saskatchewan,Males,1250 to 1499 grams,1250,2,626,16
2006,Saskatchewan,Males,1250 to 1499 grams,1250,2,626,22
2007,Saskatchewan,Males,1250 to 1499 grams,1250,2,626,9
2008,Saskatchewan,Males,1250 to 1499 grams,1250,2,626,20
