Ref_Date,GEO,SEX,Weight_class,Weight_low,Weight_high,Weight_mid,Value
2012,Nunavut,Females,1250 to 1499 grams,1250,2,626,3
2013,Nunavut,Females,1250 to 1499 grams,1250,2,626,0
2014,Nunavut,Females,1250 to 1499 grams,1250,2,626,3
2000,Nunavut,Females,1500 to 1749 grams,1500,3,751.5,1
2001,Nunavut,Females,1500 to 1749 grams,1500,3,751.5,3
2002,Nunavut,Females,1500 to 1749 grams,1500,3,751.5,0
2003,Nunavut,Females,1500 to 1749 grams,1500,3,751.5,8
2004,Nunavut,Females,1500 to 1749 grams,1500,3,751.5,0
2005,Nunavut,Females,1500 to 1749 grams,1500,3,751.5,4
2006,Nunavut,Females,1500 to 1749 grams,1500,3,751.5,2
2007,Nunavut,Females,1500 to 1749 grams,1500,3,751.5,0
2008,Nunavut,Females,1500 to 1749 grams,1500,3,751.5,1
2009,Nunavut,Females,1500 to 1749 grams,1500,3,751.5,4
2010,Nunavut,Females,1500 to 1749 grams,1500,3,751.5,5
2011,Nunavut,Females,1500 to 1749 grams,1500,3,751.5,0
2012,Nunavut,Females,1500 to 1749 grams,1500,3,751.5,3
2013,Nunavut,Females,1500 to 1749 grams,1500,3,751.5,2
2014,Nunavut,Females,1500 to 1749 grams,1500,3,751.5,6
2000,Nunavut,Females,1750 to 1999 grams,1750,4,877,3
2001,Nunavut,Females,1750 to 1999 grams,1750,4,877,6
2002,Nunavut,Females,1750 to 1999 grams,1750,4,877,1
2003,Nunavut,Females,1750 to 1999 grams,1750,4,877,2
2004,Nunavut,Females,1750 to 1999 grams,1750,4,877,3
2005,Nunavut,Females,1750 to 1999 grams,1750,4,877,1
2006,Nunavut,Females,1750 to 1999 grams,1750,4,877,7
2007,Nunavut,Females,1750 to 1999 grams,1750,4,877,5
2008,Nunavut,Females,1750 to 1999 grams,1750,4,877,6
2009,Nunavut,Females,1750 to 1999 grams,1750,4,877,6
2010,Nunavut,Females,1750 to 1999 grams,1750,4,877,5
2011,Nunavut,Females,1750 to 1999 grams,1750,4,877,2
2012,Nunavut,Females,1750 to 1999 grams,1750,4,877,5
2013,Nunavut,Females,1750 to 1999 grams,1750,4,877,3
2014,Nunavut,Females,1750 to 1999 grams,1750,4,877,7
2000,Nunavut,Females,2000 to 2249 grams,2000,5,1002.5,6
2001,Nunavut,Females,2000 to 2249 grams,2000,5,1002.5,12
2002,Nunavut,Females,2000 to 2249 grams,2000,5,1002.5,5
2003,Nunavut,Females,2000 to 2249 grams,2000,5,1002.5,7
2004,Nunavut,Females,2000 to 2249 grams,2000,5,1002.5,5
2005,Nunavut,Females,2000 to 2249 grams,2000,5,1002.5,11
2006,Nunavut,Females,2000 to 2249 grams,2000,5,1002.5,6
2007,Nunavut,Females,2000 to 2249 grams,2000,5,1002.5,8
2008,Nunavut,Females,2000 to 2249 grams,2000,5,1002.5,6
2009,Nunavut,Females,2000 to 2249 grams,2000,5,1002.5,6
2010,Nunavut,Females,2000 to 2249 grams,2000,5,1002.5,11
2011,Nunavut,Females,2000 to 2249 grams,2000,5,1002.5,11
2012,Nunavut,Females,2000 to 2249 grams,2000,5,1002.5,7
2013,Nunavut,Females,2000 to 2249 grams,2000,5,1002.5,8
2014,Nunavut,Females,2000 to 2249 grams,2000,5,1002.5,10
2000,Nunavut,Females,2250 to 2499 grams,2250,6,1128,7
2001,Nunavut,Females,2250 to 2499 grams,2250,6,1128,7
2002,Nunavut,Females,2250 to 2499 grams,2250,6,1128,6
2003,Nunavut,Females,2250 to 2499 grams,2250,6,1128,9
2004,Nunavut,Females,2250 to 2499 grams,2250,6,1128,7
2005,Nunavut,Females,2250 to 2499 grams,2250,6,1128,10
2006,Nunavut,Females,2250 to 2499 grams,2250,6,1128,21
2007,Nunavut,Females,2250 to 2499 grams,2250,6,1128,9
2008,Nunavut,Females,2250 to 2499 grams,2250,6,1128,10
2009,Nunavut,Females,2250 to 2499 grams,2250,6,1128,15
2010,Nunavut,Females,2250 to 2499 grams,2250,6,1128,14
2011,Nunavut,Females,2250 to 2499 grams,2250,6,1128,12
2012,Nunavut,Females,2250 to 2499 grams,2250,6,1128,7
2013,Nunavut,Females,2250 to 2499 grams,2250,6,1128,19
2014,Nunavut,Females,2250 to 2499 grams,2250,6,1128,18
2000,Nunavut,Females,2500 to 2749 grams,2500,7,1253.5,17
2001,Nunavut,Females,2500 to 2749 grams,2500,7,1253.5,32
2002,Nunavut,Females,2500 to 2749 grams,2500,7,1253.5,14
2003,Nunavut,Females,2500 to 2749 grams,2500,7,1253.5,21
2004,Nunavut,Females,2500 to 2749 grams,2500,7,1253.5,21
2005,Nunavut,Females,2500 to 2749 grams,2500,7,1253.5,31
2006,Nunavut,Females,2500 to 2749 grams,2500,7,1253.5,20
2007,Nunavut,Females,2500 to 2749 grams,2500,7,1253.5,26
2008,Nunavut,Females,2500 to 2749 grams,2500,7,1253.5,25
2009,Nunavut,Females,2500 to 2749 grams,2500,7,1253.5,25
2010,Nunavut,Females,2500 to 2749 grams,2500,7,1253.5,30
2011,Nunavut,Females,2500 to 2749 grams,2500,7,1253.5,30
2012,Nunavut,Females,2500 to 2749 grams,2500,7,1253.5,19
2013,Nunavut,Females,2500 to 2749 grams,2500,7,1253.5,33
2014,Nunavut,Females,2500 to 2749 grams,2500,7,1253.5,32
2000,Nunavut,Females,2750 to 2999 grams,2750,8,1379,31
2001,Nunavut,Females,2750 to 2999 grams,2750,8,1379,30
2002,Nunavut,Females,2750 to 2999 grams,2750,8,1379,47
2003,Nunavut,Females,2750 to 2999 grams,2750,8,1379,41
2004,Nunavut,Females,2750 to 2999 grams,2750,8,1379,35
2005,Nunavut,Females,2750 to 2999 grams,2750,8,1379,34
2006,Nunavut,Females,2750 to 2999 grams,2750,8,1379,38
2007,Nunavut,Females,2750 to 2999 grams,2750,8,1379,51
2008,Nunavut,Females,2750 to 2999 grams,2750,8,1379,46
2009,Nunavut,Females,2750 to 2999 grams,2750,8,1379,41
2010,Nunavut,Females,2750 to 2999 grams,2750,8,1379,53
2011,Nunavut,Females,2750 to 2999 grams,2750,8,1379,36
2012,Nunavut,Females,2750 to 2999 grams,2750,8,1379,46
2013,Nunavut,Females,2750 to 2999 grams,2750,8,1379,58
2014,Nunavut,Females,2750 to 2999 grams,2750,8,1379,57
2000,Nunavut,Females,3000 to 3249 grams,3000,9,1504.5,57
2001,Nunavut,Females,3000 to 3249 grams,3000,9,1504.5,57
2002,Nunavut,Females,3000 to 3249 grams,3000,9,1504.5,64
2003,Nunavut,Females,3000 to 3249 grams,3000,9,1504.5,56
2004,Nunavut,Females,3000 to 3249 grams,3000,9,1504.5,58
2005,Nunavut,Females,3000 to 3249 grams,3000,9,1504.5,65
2006,Nunavut,Females,3000 to 3249 grams,3000,9,1504.5,44
2007,Nunavut,Females,3000 to 3249 grams,3000,9,1504.5,65
2008,Nunavut,Females,3000 to 3249 grams,3000,9,1504.5,57
2009,Nunavut,Females,3000 to 3249 grams,3000,9,1504.5,83
2010,Nunavut,Females,3000 to 3249 grams,3000,9,1504.5,74
2011,Nunavut,Females,3000 to 3249 grams,3000,9,1504.5,71
2012,Nunavut,Females,3000 to 3249 grams,3000,9,1504.5,80
2013,Nunavut,Females,3000 to 3249 grams,3000,9,1504.5,56
2014,Nunavut,Females,3000 to 3249 grams,3000,9,1504.5,85
2000,Nunavut,Females,3250 to 3499 grams,3250,10,1630,72
2001,Nunavut,Females,3250 to 3499 grams,3250,10,1630,56
2002,Nunavut,Females,3250 to 3499 grams,3250,10,1630,78
2003,Nunavut,Females,3250 to 3499 grams,3250,10,1630,73
2004,Nunavut,Females,3250 to 3499 grams,3250,10,1630,76
2005,Nunavut,Females,3250 to 3499 grams,3250,10,1630,69
2006,Nunavut,Females,3250 to 3499 grams,3250,10,1630,63
2007,Nunavut,Females,3250 to 3499 grams,3250,10,1630,89
2008,Nunavut,Females,3250 to 3499 grams,3250,10,1630,79
2009,Nunavut,Females,3250 to 3499 grams,3250,10,1630,92
2010,Nunavut,Females,3250 to 3499 grams,3250,10,1630,76
2011,Nunavut,Females,3250 to 3499 grams,3250,10,1630,80
2012,Nunavut,Females,3250 to 3499 grams,3250,10,1630,84
2013,Nunavut,Females,3250 to 3499 grams,3250,10,1630,100
2014,Nunavut,Females,3250 to 3499 grams,3250,10,1630,65
2000,Nunavut,Females,3500 to 3749 grams,3500,11,1755.5,60
2001,Nunavut,Females,3500 to 3749 grams,3500,11,1755.5,70
2002,Nunavut,Females,3500 to 3749 grams,3500,11,1755.5,61
2003,Nunavut,Females,3500 to 3749 grams,3500,11,1755.5,63
2004,Nunavut,Females,3500 to 3749 grams,3500,11,1755.5,58
2005,Nunavut,Females,3500 to 3749 grams,3500,11,1755.5,59
2006,Nunavut,Females,3500 to 3749 grams,3500,11,1755.5,46
2007,Nunavut,Females,3500 to 3749 grams,3500,11,1755.5,62
2008,Nunavut,Females,3500 to 3749 grams,3500,11,1755.5,60
2009,Nunavut,Females,3500 to 3749 grams,3500,11,1755.5,69
2010,Nunavut,Females,3500 to 3749 grams,3500,11,1755.5,75
2011,Nunavut,Females,3500 to 3749 grams,3500,11,1755.5,68
2012,Nunavut,Females,3500 to 3749 grams,3500,11,1755.5,56
2013,Nunavut,Females,3500 to 3749 grams,3500,11,1755.5,78
2014,Nunavut,Females,3500 to 3749 grams,3500,11,1755.5,62
2000,Nunavut,Females,3750 to 3999 grams,3750,12,1881,35
2001,Nunavut,Females,3750 to 3999 grams,3750,12,1881,36
2002,Nunavut,Females,3750 to 3999 grams,3750,12,1881,33
2003,Nunavut,Females,3750 to 3999 grams,3750,12,1881,38
2004,Nunavut,Females,3750 to 3999 grams,3750,12,1881,45
2005,Nunavut,Females,3750 to 3999 grams,3750,12,1881,29
2006,Nunavut,Females,3750 to 3999 grams,3750,12,1881,43
2007,Nunavut,Females,3750 to 3999 grams,3750,12,1881,45
2008,Nunavut,Females,3750 to 3999 grams,3750,12,1881,36
2009,Nunavut,Females,3750 to 3999 grams,3750,12,1881,43
2010,Nunavut,Females,3750 to 3999 grams,3750,12,1881,58
2011,Nunavut,Females,3750 to 3999 grams,3750,12,1881,34
2012,Nunavut,Females,3750 to 3999 grams,3750,12,1881,49
2013,Nunavut,Females,3750 to 3999 grams,3750,12,1881,48
2014,Nunavut,Females,3750 to 3999 grams,3750,12,1881,40
2000,Nunavut,Females,4000 to 4249 grams,4000,13,2006.5,13
2001,Nunavut,Females,4000 to 4249 grams,4000,13,2006.5,23
2002,Nunavut,Females,4000 to 4249 grams,4000,13,2006.5,17
2003,Nunavut,Females,4000 to 4249 grams,4000,13,2006.5,22
2004,Nunavut,Females,4000 to 4249 grams,4000,13,2006.5,24
2005,Nunavut,Females,4000 to 4249 grams,4000,13,2006.5,30
2006,Nunavut,Females,4000 to 4249 grams,4000,13,2006.5,22
2007,Nunavut,Females,4000 to 4249 grams,4000,13,2006.5,18
2008,Nunavut,Females,4000 to 4249 grams,4000,13,2006.5,19
2009,Nunavut,Females,4000 to 4249 grams,4000,13,2006.5,37
2010,Nunavut,Females,4000 to 4249 grams,4000,13,2006.5,14
2011,Nunavut,Females,4000 to 4249 grams,4000,13,2006.5,28
2012,Nunavut,Females,4000 to 4249 grams,4000,13,2006.5,28
2013,Nunavut,Females,4000 to 4249 grams,4000,13,2006.5,20
2014,Nunavut,Females,4000 to 4249 grams,4000,13,2006.5,29
2000,Nunavut,Females,4250 to 4499 grams,4250,14,2132,12
2001,Nunavut,Females,4250 to 4499 grams,4250,14,2132,10
2002,Nunavut,Females,4250 to 4499 grams,4250,14,2132,9
2003,Nunavut,Females,4250 to 4499 grams,4250,14,2132,13
2004,Nunavut,Females,4250 to 4499 grams,4250,14,2132,8
2005,Nunavut,Females,4250 to 4499 grams,4250,14,2132,11
2006,Nunavut,Females,4250 to 4499 grams,4250,14,2132,7
2007,Nunavut,Females,4250 to 4499 grams,4250,14,2132,10
2008,Nunavut,Females,4250 to 4499 grams,4250,14,2132,16
2009,Nunavut,Females,4250 to 4499 grams,4250,14,2132,12
2010,Nunavut,Females,4250 to 4499 grams,4250,14,2132,8
2011,Nunavut,Females,4250 to 4499 grams,4250,14,2132,8
2012,Nunavut,Females,4250 to 4499 grams,4250,14,2132,13
2013,Nunavut,Females,4250 to 4499 grams,4250,14,2132,8
2014,Nunavut,Females,4250 to 4499 grams,4250,14,2132,9
2000,Nunavut,Females,4500 to 4749 grams,4500,15,2257.5,3
2001,Nunavut,Females,4500 to 4749 grams,4500,15,2257.5,3
2002,Nunavut,Females,4500 to 4749 grams,4500,15,2257.5,8
2003,Nunavut,Females,4500 to 4749 grams,4500,15,2257.5,5
2004,Nunavut,Females,4500 to 4749 grams,4500,15,2257.5,3
2005,Nunavut,Females,4500 to 4749 grams,4500,15,2257.5,3
2006,Nunavut,Females,4500 to 4749 grams,4500,15,2257.5,5
2007,Nunavut,Females,4500 to 4749 grams,4500,15,2257.5,4
2008,Nunavut,Females,4500 to 4749 grams,4500,15,2257.5,5
2009,Nunavut,Females,4500 to 4749 grams,4500,15,2257.5,4
2010,Nunavut,Females,4500 to 4749 grams,4500,15,2257.5,3
2011,Nunavut,Females,4500 to 4749 grams,4500,15,2257.5,3
2012,Nunavut,Females,4500 to 4749 grams,4500,15,2257.5,5
2013,Nunavut,Females,4500 to 4749 grams,4500,15,2257.5,7
2014,Nunavut,Females,4500 to 4749 grams,4500,15,2257.5,6
2000,Nunavut,Females,4750 to 4999 grams,4750,16,2383,2
2001,Nunavut,Females,4750 to 4999 grams,4750,16,2383,0
2002,Nunavut,Females,4750 to 4999 grams,4750,16,2383,1
2003,Nunavut,Females,4750 to 4999 grams,4750,16,2383,1
2004,Nunavut,Females,4750 to 4999 grams,4750,16,2383,1
2005,Nunavut,Females,4750 to 4999 grams,4750,16,2383,1
2006,Nunavut,Females,4750 to 4999 grams,4750,16,2383,1
2007,Nunavut,Females,4750 to 4999 grams,4750,16,2383,0
2008,Nunavut,Females,4750 to 4999 grams,4750,16,2383,0
2009,Nunavut,Females,4750 to 4999 grams,4750,16,2383,0
2010,Nunavut,Females,4750 to 4999 grams,4750,16,2383,3
2011,Nunavut,Females,4750 to 4999 grams,4750,16,2383,1
2012,Nunavut,Females,4750 to 4999 grams,4750,16,2383,0
2013,Nunavut,Females,4750 to 4999 grams,4750,16,2383,0
2014,Nunavut,Females,4750 to 4999 grams,4750,16,2383,1
2000,Nunavut,Females,5000 to 5249 grams,5000,18,2509,0
2001,Nunavut,Females,5000 to 5249 grams,5000,18,2509,0
2002,Nunavut,Females,5000 to 5249 grams,5000,18,2509,0
2003,Nunavut,Females,5000 to 5249 grams,5000,18,2509,0
2004,Nunavut,Females,5000 to 5249 grams,5000,18,2509,0
2005,Nunavut,Females,5000 to 5249 grams,5000,18,2509,0
2006,Nunavut,Females,5000 to 5249 grams,5000,18,2509,0
2007,Nunavut,Females,5000 to 5249 grams,5000,18,2509,2
2008,Nunavut,Females,5000 to 5249 grams,5000,18,2509,0
2009,Nunavut,Females,5000 to 5249 grams,5000,18,2509,0
2010,Nunavut,Females,5000 to 5249 grams,5000,18,2509,1
2011,Nunavut,Females,5000 to 5249 grams,5000,18,2509,0
2012,Nunavut,Females,5000 to 5249 grams,5000,18,2509,0
2013,Nunavut,Females,5000 to 5249 grams,5000,18,2509,0
2014,Nunavut,Females,5000 to 5249 grams,5000,18,2509,1
2000,Nunavut,Females,5250 to 5499 grams,5250,19,2634.5,0
2001,Nunavut,Females,5250 to 5499 grams,5250,19,2634.5,0
2002,Nunavut,Females,5250 to 5499 grams,5250,19,2634.5,0
2003,Nunavut,Females,5250 to 5499 grams,5250,19,2634.5,0
2004,Nunavut,Females,5250 to 5499 grams,5250,19,2634.5,0
2005,Nunavut,Females,5250 to 5499 grams,5250,19,2634.5,0
2006,Nunavut,Females,5250 to 5499 grams,5250,19,2634.5,0
2007,Nunavut,Females,5250 to 5499 grams,5250,19,2634.5,0
2008,Nunavut,Females,5250 to 5499 grams,5250,19,2634.5,0
2009,Nunavut,Females,5250 to 5499 grams,5250,19,2634.5,0
2010,Nunavut,Females,5250 to 5499 grams,5250,19,2634.5,0
2011,Nunavut,Females,5250 to 5499 grams,5250,19,2634.5,0
2012,Nunavut,Females,5250 to 5499 grams,5250,19,2634.5,0
2013,Nunavut,Females,5250 to 5499 grams,5250,19,2634.5,0
2014,Nunavut,Females,5250 to 5499 grams,5250,19,2634.5,0
2000,Nunavut,Females,5500 grams or more,5500,22,2761,0
2001,Nunavut,Females,5500 grams or more,5500,22,2761,0
2002,Nunavut,Females,5500 grams or more,5500,22,2761,0
2003,Nunavut,Females,5500 grams or more,5500,22,2761,0
2004,Nunavut,Females,5500 grams or more,5500,22,2761,0
2005,Nunavut,Females,5500 grams or more,5500,22,2761,0
2006,Nunavut,Females,5500 grams or more,5500,22,2761,1
2007,Nunavut,Females,5500 grams or more,5500,22,2761,0
2008,Nunavut,Females,5500 grams or more,5500,22,2761,0
2009,Nunavut,Females,5500 grams or more,5500,22,2761,0
2010,Nunavut,Females,5500 grams or more,5500,22,2761,0
2011,Nunavut,Females,5500 grams or more,5500,22,2761,0
2012,Nunavut,Females,5500 grams or more,5500,22,2761,0
2013,Nunavut,Females,5500 grams or more,5500,22,2761,0
2014,Nunavut,Females,5500 grams or more,5500,22,2761,0
2000,Unknown province or territory,Males,less than 500 grams,0,17,8.5,0
2001,Unknown province or territory,Males,less than 500 grams,0,17,8.5,0
2002,Unknown province or territory,Males,less than 500 grams,0,17,8.5,0
2003,Unknown province or territory,Males,less than 500 grams,0,17,8.5,0
2004,Unknown province or territory,Males,less than 500 grams,0,17,8.5,0
2005,Unknown province or territory,Males,less than 500 grams,0,17,8.5,0
2006,Unknown province or territory,Males,less than 500 grams,0,17,8.5,0
2007,Unknown province or territory,Males,less than 500 grams,0,17,8.5,0
2008,Unknown province or territory,Males,less than 500 grams,0,17,8.5,0
2009,Unknown province or territory,Males,less than 500 grams,0,17,8.5,0
2010,Unknown province or territory,Males,less than 500 grams,0,17,8.5,0
2011,Unknown province or territory,Males,less than 500 grams,0,17,8.5,0
2012,Unknown province or territory,Males,less than 500 grams,0,17,8.5,0
2013,Unknown province or territory,Males,less than 500 grams,0,17,8.5,0
2014,Unknown province or territory,Males,less than 500 grams,0,17,8.5,0
2000,Unknown province or territory,Males,500 to 749 grams,500,20,260,0
2001,Unknown province or territory,Males,500 to 749 grams,500,20,260,0
2002,Unknown province or territory,Males,500 to 749 grams,500,20,260,0
2003,Unknown province or territory,Males,500 to 749 grams,500,20,260,0
2004,Unknown province or territory,Males,500 to 749 grams,500,20,260,0
2005,Unknown province or territory,Males,500 to 749 grams,500,20,260,0
2006,Unknown province or territory,Males,500 to 749 grams,500,20,260,0
2007,Unknown province or territory,Males,500 to 749 grams,500,20,260,0
2008,Unknown province or territory,Males,500 to 749 grams,500,20,260,0
2009,Unknown province or territory,Males,500 to 749 grams,500,20,260,0
2010,Unknown province or territory,Males,500 to 749 grams,500,20,260,0
2011,Unknown province or territory,Males,500 to 749 grams,500,20,260,0
2012,Unknown province or territory,Males,500 to 749 grams,500,20,260,0
2013,Unknown province or territory,Males,500 to 749 grams,500,20,260,0
2014,Unknown province or territory,Males,500 to 749 grams,500,20,260,0
2000,Unknown province or territory,Males,750 to 999 grams,750,21,385.5,0
2001,Unknown province or territory,Males,750 to 999 grams,750,21,385.5,0
2002,Unknown province or territory,Males,750 to 999 grams,750,21,385.5,0
2003,Unknown province or territory,Males,750 to 999 grams,750,21,385.5,0
2004,Unknown province or territory,Males,750 to 999 grams,750,21,385.5,0
2005,Unknown province or territory,Males,750 to 999 grams,750,21,385.5,0
2006,Unknown province or territory,Males,750 to 999 grams,750,21,385.5,0
2007,Unknown province or territory,Males,750 to 999 grams,750,21,385.5,0
2008,Unknown province or territory,Males,750 to 999 grams,750,21,385.5,0
2009,Unknown province or territory,Males,750 to 999 grams,750,21,385.5,0
2010,Unknown province or territory,Males,750 to 999 grams,750,21,385.5,0
2011,Unknown province or territory,Males,750 to 999 grams,750,21,385.5,0
2012,Unknown province or territory,Males,750 to 999 grams,750,21,385.5,0
2013,Unknown province or territory,Males,750 to 999 grams,750,21,385.5,0
2014,Unknown province or territory,Males,750 to 999 grams,750,21,385.5,0
2000,Unknown province or territory,Males,1000 to 1249 grams,1000,1,500.5,0
2001,Unknown province or territory,Males,1000 to 1249 grams,1000,1,500.5,0
2002,Unknown province or territory,Males,1000 to 1249 grams,1000,1,500.5,0
2003,Unknown province or territory,Males,1000 to 1249 grams,1000,1,500.5,0
2004,Unknown province or territory,Males,1000 to 1249 grams,1000,1,500.5,0
2005,Unknown province or territory,Males,1000 to 1249 grams,1000,1,500.5,0
2006,Unknown province or territory,Males,1000 to 1249 grams,1000,1,500.5,0
2007,Unknown province or territory,Males,1000 to 1249 grams,1000,1,500.5,0
2008,Unknown province or territory,Males,1000 to 1249 grams,1000,1,500.5,0
2009,Unknown province or territory,Males,1000 to 1249 grams,1000,1,500.5,0
2010,Unknown province or territory,Males,1000 to 1249 grams,1000,1,500.5,0
2011,Unknown province or territory,Males,1000 to 1249 grams,1000,1,500.5,0
2012,Unknown province or territory,Males,1000 to 1249 grams,1000,1,500.5,0
2013,Unknown province or territory,Males,1000 to 1249 grams,1000,1,500.5,0
2014,Unknown province or territory,Males,1000 to 1249 grams,1000,1,500.5,0
2000,Unknown province or territory,Males,1250 to 1499 grams,1250,2,626,0
2001,Unknown province or territory,Males,1250 to 1499 grams,1250,2,626,0
2002,Unknown province or territory,Males,1250 to 1499 grams,1250,2,626,0
2003,Unknown province or territory,Males,1250 to 1499 grams,1250,2,626,0
2004,Unknown province or territory,Males,1250 to 1499 grams,1250,2,626,0
2005,Unknown province or territory,Males,1250 to 1499 grams,1250,2,626,0
2006,Unknown province or territory,Males,1250 to 1499 grams,1250,2,626,0
2007,Unknown province or territory,Males,1250 to 1499 grams,1250,2,626,0
2008,Unknown province or territory,Males,1250 to 1499 grams,1250,2,626,0
2009,Unknown province or territory,Males,1250 to 1499 grams,1250,2,626,0
2010,Unknown province or territory,Males,1250 to 1499 grams,1250,2,626,0
2011,Unknown province or territory,Males,1250 to 1499 grams,1250,2,626,0
2012,Unknown province or territory,Males,1250 to 1499 grams,1250,2,626,0
2013,Unknown province or territory,Males,1250 to 1499 grams,1250,2,626,0
2014,Unknown province or territory,Males,1250 to 1499 grams,1250,2,626,0
2000,Unknown province or territory,Males,1500 to 1749 grams,1500,3,751.5,0
2001,Unknown province or territory,Males,1500 to 1749 grams,1500,3,751.5,0
2002,Unknown province or territory,Males,1500 to 1749 grams,1500,3,751.5,0
2003,Unknown province or territory,Males,1500 to 1749 grams,1500,3,751.5,0
2004,Unknown province or territory,Males,1500 to 1749 grams,1500,3,751.5,0
2005,Unknown province or territory,Males,1500 to 1749 grams,1500,3,751.5,0
2006,Unknown province or territory,Males,1500 to 1749 grams,1500,3,751.5,0
2007,Unknown province or territory,Males,1500 to 1749 grams,1500,3,751.5,0
2008,Unknown province or territory,Males,1500 to 1749 grams,1500,3,751.5,0
2009,Unknown province or territory,Males,1500 to 1749 grams,1500,3,751.5,0
2010,Unknown province or territory,Males,1500 to 1749 grams,1500,3,751.5,0
2011,Unknown province or territory,Males,1500 to 1749 grams,1500,3,751.5,0
2012,Unknown province or territory,Males,1500 to 1749 grams,1500,3,751.5,0
2013,Unknown province or territory,Males,1500 to 1749 grams,1500,3,751.5,0
2014,Unknown province or territory,Males,1500 to 1749 grams,1500,3,751.5,0
2000,Unknown province or territory,Males,1750 to 1999 grams,1750,4,877,0
2001,Unknown province or territory,Males,1750 to 1999 grams,1750,4,877,0
2002,Unknown province or territory,Males,1750 to 1999 grams,1750,4,877,0
2003,Unknown province or territory,Males,1750 to 1999 grams,1750,4,877,0
2004,Unknown province or territory,Males,1750 to 1999 grams,1750,4,877,0
2005,Unknown province or territory,Males,1750 to 1999 grams,1750,4,877,0
2006,Unknown province or territory,Males,1750 to 1999 grams,1750,4,877,0
2007,Unknown province or territory,Males,1750 to 1999 grams,1750,4,877,0
2008,Unknown province or territory,Males,1750 to 1999 grams,1750,4,877,0
2009,Unknown province or territory,Males,1750 to 1999 grams,1750,4,877,0
2010,Unknown province or territory,Males,1750 to 1999 grams,1750,4,877,0
2011,Unknown province or territory,Males,1750 to 1999 grams,1750,4,877,0
2012,Unknown province or territory,Males,1750 to 1999 grams,1750,4,877,0
2013,Unknown province or territory,Males,1750 to 1999 grams,1750,4,877,0
2014,Unknown province or territory,Males,1750 to 1999 grams,1750,4,877,0
2000,Unknown province or territory,Males,2000 to 2249 grams,2000,5,1002.5,0
2001,Unknown province or territory,Males,2000 to 2249 grams,2000,5,1002.5,0
2002,Unknown province or territory,Males,2000 to 2249 grams,2000,5,1002.5,0
2003,Unknown province or territory,Males,2000 to 2249 grams,2000,5,1002.5,0
2004,Unknown province or territory,Males,2000 to 2249 grams,2000,5,1002.5,0
2005,Unknown province or territory,Males,2000 to 2249 grams,2000,5,1002.5,0
2006,Unknown province or territory,Males,2000 to 2249 grams,2000,5,1002.5,0
2007,Unknown province or territory,Males,2000 to 2249 grams,2000,5,1002.5,0
2008,Unknown province or territory,Males,2000 to 2249 grams,2000,5,1002.5,0
2009,Unknown province or territory,Males,2000 to 2249 grams,2000,5,1002.5,0
2010,Unknown province or territory,Males,2000 to 2249 grams,2000,5,1002.5,0
2011,Unknown province or territory,Males,2000 to 2249 grams,2000,5,1002.5,0
2012,Unknown province or territory,Males,2000 to 2249 grams,2000,5,1002.5,0
2013,Unknown province or territory,Males,2000 to 2249 grams,2000,5,1002.5,0
2014,Unknown province or territory,Males,2000 to 2249 grams,2000,5,1002.5,0
2000,Unknown province or territory,Males,2250 to 2499 grams,2250,6,1128,0
2001,Unknown province or territory,Males,2250 to 2499 grams,2250,6,1128,0
2002,Unknown province or territory,Males,2250 to 2499 grams,2250,6,1128,0
2003,Unknown province or territory,Males,2250 to 2499 grams,2250,6,1128,0
2004,Unknown province or territory,Males,2250 to 2499 grams,2250,6,1128,0
2005,Unknown province or territory,Males,2250 to 2499 grams,2250,6,1128,0
2006,Unknown province or territory,Males,2250 to 2499 grams,2250,6,1128,0
2007,Unknown province or territory,Males,2250 to 2499 grams,2250,6,1128,0
2008,Unknown province or territory,Males,2250 to 2499 grams,2250,6,1128,0
2009,Unknown province or territory,Males,2250 to 2499 grams,2250,6,1128,1
2010,Unknown province or territory,Males,2250 to 2499 grams,2250,6,1128,0
2011,Unknown province or territory,Males,2250 to 2499 grams,2250,6,1128,0
2012,Unknown province or territory,Males,2250 to 2499 grams,2250,6,1128,0
2013,Unknown province or territory,Males,2250 to 2499 grams,2250,6,1128,0
2014,Unknown province or territory,Males,2250 to 2499 grams,2250,6,1128,0
2000,Unknown province or territory,Males,2500 to 2749 grams,2500,7,1253.5,0
2001,Unknown province or territory,Males,2500 to 2749 grams,2500,7,1253.5,0
2002,Unknown province or territory,Males,2500 to 2749 grams,2500,7,1253.5,0
2003,Unknown province or territory,Males,2500 to 2749 grams,2500,7,1253.5,0
2004,Unknown province or territory,Males,2500 to 2749 grams,2500,7,1253.5,0
2005,Unknown province or territory,Males,2500 to 2749 grams,2500,7,1253.5,0
2006,Unknown province or territory,Males,2500 to 2749 grams,2500,7,1253.5,0
2007,Unknown province or territory,Males,2500 to 2749 grams,2500,7,1253.5,0
2008,Unknown province or territory,Males,2500 to 2749 grams,2500,7,1253.5,0
2009,Unknown province or territory,Males,2500 to 2749 grams,2500,7,1253.5,0
2010,Unknown province or territory,Males,2500 to 2749 grams,2500,7,1253.5,1
2011,Unknown province or territory,Males,2500 to 2749 grams,2500,7,1253.5,0
2012,Unknown province or territory,Males,2500 to 2749 grams,2500,7,1253.5,0
